"","R_fighter","B_fighter","Winner","date","R_Stance","B_Stance"
"4731","Diego Sanchez","Paulo Thiago","Southpaw","10/23/2010","Southpaw","Orthodox"
"4735","Patrick Cote","Tom Lawlor","Southpaw","10/23/2010","Orthodox","Southpaw"
"4736","Mike Guymon","Daniel Roberts","Southpaw","10/23/2010","Orthodox","Southpaw"
"4738","Chris Camozzi","Dongi Yang","Orthodox","10/23/2010","Orthodox","Southpaw"
"4744","Cyrille Diabate","Alexander Gustafsson","Orthodox","10/16/2010","Southpaw","Orthodox"
"4747","Spencer Fisher","Curt Warburton","Southpaw","10/16/2010","Southpaw","Orthodox"
"4748","James McSweeney","Fabio Maldonado","Orthodox","10/16/2010","Switch","Orthodox"
"4750","Rogerio Nogueira","Ryan Bader","Orthodox","9/25/2010","Southpaw","Orthodox"
"4752","Sean Sherk","Evan Dunham","Orthodox","9/25/2010","Orthodox","Southpaw"
"4755","Matt Mitrione","Joey Beltran","Switch","9/25/2010","Switch","Orthodox"
"4757","Steve Lopez","Waylon Lowe","Southpaw","9/25/2010","Orthodox","Southpaw"
"4764","Yves Edwards","John Gunderson","Southpaw","9/15/2010","Southpaw","Orthodox"
"4772","Demian Maia","Mario Miranda","Southpaw","8/28/2010","Southpaw","Orthodox"
"4773","Kenny Florian","Gray Maynard","Orthodox","8/28/2010","Southpaw","Orthodox"
"4777","Dan Miller","John Salter","Orthodox","8/28/2010","Orthodox","Southpaw"
"4779","Mike Pierce","Amilcar Alves","Orthodox","8/28/2010","Orthodox","Southpaw"
"4782","Clay Guida","Rafael Dos Anjos","Orthodox","8/7/2010","Orthodox","Southpaw"
"4783","Matt Hughes","Ricardo Almeida","Switch","8/7/2010","Switch","Orthodox"
"4785","Dustin Hazelett","Rick Story","Southpaw","8/7/2010","Orthodox","Southpaw"
"4786","Rodney Wallace","Phil Davis","Orthodox","8/7/2010","Switch","Orthodox"
"4787","Johny Hendricks","Charlie Brenneman","Southpaw","8/7/2010","Southpaw","Orthodox"
"4792","Mark Munoz","Yushin Okami","Southpaw","8/1/2010","Orthodox","Southpaw"
"4794","Tyson Griffin","Takanori Gomi","Southpaw","8/1/2010","Orthodox","Southpaw"
"4795","Paul Kelly","Jacob Volkmann","Southpaw","8/1/2010","Orthodox","Southpaw"
"4796","DaMarques Johnson","Matthew Riddle","Southpaw","8/1/2010","Orthodox","Southpaw"
"4798","Brian Stann","Mike Massenzio","Orthodox","8/1/2010","Orthodox","Southpaw"
"4802","Chris Leben","Yoshihiro Akiyama","Southpaw","7/3/2010","Southpaw","Orthodox"
"4804","Krzysztof Soszynski","Stephan Bonnar","Orthodox","7/3/2010","Open Stance","Orthodox"
"4808","Kendall Grove","Goran Reljic","Orthodox","7/3/2010","Orthodox","Southpaw"
"4809","Gerald Harris","David Branch","Southpaw","7/3/2010","Southpaw","Orthodox"
"4810","Forrest Petz","Daniel Roberts","Southpaw","7/3/2010","Orthodox","Southpaw"
"4814","Chris Leben","Aaron Simpson","Southpaw","6/19/2010","Southpaw","Orthodox"
"4815","Spencer Fisher","Dennis Siver","Orthodox","6/19/2010","Southpaw","Orthodox"
"4819","Josh Bryant","Kyle Noke","Southpaw","6/19/2010","Orthodox","Southpaw"
"4821","James McSweeney","Travis Browne","Orthodox","6/19/2010","Switch","Orthodox"
"4822","Chuck Liddell","Rich Franklin","Southpaw","6/12/2010","Orthodox","Southpaw"
"4823","Mirko Cro Cop","Pat Barry","Southpaw","6/12/2010","Southpaw","Orthodox"
"4827","Tyson Griffin","Evan Dunham","Southpaw","6/12/2010","Orthodox","Southpaw"
"4830","James Wilks","Peter Sobotta","Orthodox","6/12/2010","Orthodox","Southpaw"
"4831","Ricardo Funch","Claude Patrick","Orthodox","6/12/2010","Southpaw","Orthodox"
"4836","Jason Brilz","Rogerio Nogueira","Southpaw","5/29/2010","Orthodox","Southpaw"
"4837","Diego Sanchez","John Hathaway","Orthodox","5/29/2010","Southpaw","Orthodox"
"4838","Amir Sadollah","Dong Hyun Kim","Southpaw","5/29/2010","Orthodox","Southpaw"
"4840","Melvin Guillard","Waylon Lowe","Orthodox","5/29/2010","Orthodox","Southpaw"
"4842","Aaron Riley","Joe Brammer","Southpaw","5/29/2010","Southpaw","Orthodox"
"4843","Jesse Forbes","Ryan Jensen","Orthodox","5/29/2010","Southpaw","Orthodox"
"4844","Lyoto Machida","Mauricio Rua","Orthodox","5/8/2010","Southpaw","Orthodox"
"4847","Kevin Ferguson","Matt Mitrione","Switch","5/8/2010","Orthodox","Switch"
"4849","Tom Lawlor","Joe Doerksen","Orthodox","5/8/2010","Southpaw","Orthodox"
"4850","Marcus Davis","Jonathan Goulet","Southpaw","5/8/2010","Southpaw","Orthodox"
"4851","TJ Grant","Johny Hendricks","Southpaw","5/8/2010","Orthodox","Southpaw"
"4853","Yoshiyuki Yoshida","Mike Guymon","Orthodox","5/8/2010","Southpaw","Orthodox"
"4854","Jason MacDonald","John Salter","Southpaw","5/8/2010","Orthodox","Southpaw"
"4857","Matt Hughes","Renzo Gracie","Switch","4/10/2010","Switch","Orthodox"
"4858","Terry Etim","Rafael Dos Anjos","Southpaw","4/10/2010","Orthodox","Southpaw"
"4861","Nick Osipczak","Rick Story","Southpaw","4/10/2010","Orthodox","Southpaw"
"4867","Nate Quarry","Jorge Rivera","Orthodox","3/31/2010","Open Stance","Orthodox"
"4870","Jacob Volkmann","Ronys Torres","Southpaw","3/31/2010","Southpaw","Orthodox"
"4873","Yushin Okami","Lucio Linhares","Southpaw","3/31/2010","Southpaw","Orthodox"
"4874","Gerald Harris","Mario Miranda","Southpaw","3/31/2010","Southpaw","Orthodox"
"4875","Charlie Brenneman","Jason High","Orthodox","3/31/2010","Orthodox","Southpaw"
"4877","Frank Mir","Shane Carwin","Orthodox","3/27/2010","Southpaw","Orthodox"
"4880","Jim Miller","Mark Bocek","Southpaw","3/27/2010","Southpaw","Orthodox"
"4881","Nate Diaz","Rory Markham","Southpaw","3/27/2010","Southpaw","Orthodox"
"4884","Rodney Wallace","Jared Hamman","Orthodox","3/27/2010","Switch","Orthodox"
"4885","Matthew Riddle","Greg Soto","Southpaw","3/27/2010","Southpaw","Orthodox"
"4893","John Howard","Daniel Roberts","Orthodox","3/21/2010","Orthodox","Southpaw"
